auction_id,price,time,user,action
8469297,42.40,01:12:20 AM,Cross2246a,Bid
8469297,42.39,01:12:11 AM,TSimmons10,Bid
8469297,42.38,01:12:02 AM,jurydoctor,Bid
8469297,42.37,01:11:53 AM,Cross2246a,Bid
8469297,42.36,01:11:44 AM,TSimmons10,Bid
8469297,42.35,01:11:35 AM,jurydoctor,Bid
8469297,42.34,01:11:26 AM,Cross2246a,Bid
8469297,42.33,01:11:17 AM,TSimmons10,Bid
8469297,42.32,01:11:08 AM,jurydoctor,Bid
8469297,42.42,01:12:38 AM,TSimmons10,Bid
8469297,42.41,01:12:29 AM,jurydoctor,Bid
8469297,42.60,01:15:12 AM,Cross2246a,Bid
8469297,42.59,01:15:03 AM,jurydoctor,Bid
8469297,42.58,01:14:54 AM,TSimmons10,Bid
8469297,42.57,01:14:45 AM,Cross2246a,Bid
8469297,42.56,01:14:36 AM,jurydoctor,Bid
8469297,42.55,01:14:27 AM,TSimmons10,Bid
8469297,42.54,01:14:18 AM,Cross2246a,Bid
8469297,42.53,01:14:09 AM,jurydoctor,Bid
8469297,42.52,01:14:00 AM,TSimmons10,Bid
