auction_id,price,time,user,action
8466442,163.47,01:12:18 AM,flynnflan,Bid
8466442,163.46,01:12:09 AM,ncjim7964,Bid
8466442,163.45,01:12:00 AM,dcarr49,Bid
8466442,163.44,01:11:51 AM,flynnflan,Bid
8466442,163.43,01:11:42 AM,ncjim7964,Bid
8466442,163.42,01:11:33 AM,dcarr49,Bid
8466442,163.41,01:11:24 AM,flynnflan,Bid
8466442,163.40,01:11:15 AM,ncjim7964,Bid
8466442,163.39,01:11:06 AM,dcarr49,Bid
8466442,163.49,01:12:36 AM,ncjim7964,Bid
8466442,163.48,01:12:27 AM,dcarr49,Bid
8466442,163.66,01:15:09 AM,dcarr49,Bid
8466442,163.65,01:15:00 AM,flynnflan,Bid
8466442,163.64,01:14:51 AM,ncjim7964,Bid
8466442,163.63,01:14:42 AM,dcarr49,Bid
8466442,163.62,01:14:33 AM,flynnflan,Bid
8466442,163.61,01:14:24 AM,ncjim7964,Bid
8466442,163.60,01:14:15 AM,dcarr49,Bid
8466442,163.59,01:14:06 AM,flynnflan,Bid
8466442,163.58,01:13:57 AM,ncjim7964,Bid
