auction_id,price,time,user,action
8468887,89.95,01:12:21 AM,bigbuckhunter,Bid
8468887,89.94,01:12:12 AM,asymmetric,Bid
8468887,89.93,01:12:03 AM,khanh75,Bid
8468887,89.92,01:11:54 AM,bigbuckhunter,Bid
8468887,89.91,01:11:45 AM,asymmetric,Bid
8468887,89.90,01:11:36 AM,khanh75,Bid
8468887,89.89,01:11:27 AM,bigbuckhunter,Bid
8468887,89.88,01:11:18 AM,asymmetric,Bid
8468887,89.87,01:11:09 AM,khanh75,Bid
8468887,89.97,01:12:39 AM,asymmetric,Bid
8468887,89.96,01:12:30 AM,khanh75,Bid
8468887,90.14,01:15:12 AM,khanh75,Bid
8468887,90.13,01:15:03 AM,bigbuckhunter,Bid
8468887,90.12,01:14:54 AM,asymmetric,Bid
8468887,90.11,01:14:45 AM,khanh75,Bid
8468887,90.10,01:14:36 AM,bigbuckhunter,Bid
8468887,90.09,01:14:27 AM,asymmetric,Bid
8468887,90.08,01:14:18 AM,khanh75,Bid
8468887,90.07,01:14:09 AM,bigbuckhunter,Bid
8468887,90.06,01:14:00 AM,asymmetric,Bid
