auction_id,price,time,user,action
8466701,137.11,01:12:18 AM,rickyandann,Bid
8466701,137.10,01:12:09 AM,Vive2Rave,Bid
8466701,137.09,01:12:00 AM,rickyandann,Bid
8466701,137.08,01:11:51 AM,Vive2Rave,Bid
8466701,137.07,01:11:42 AM,rickyandann,Bid
8466701,137.06,01:11:33 AM,Vive2Rave,Bid
8466701,137.05,01:11:24 AM,rickyandann,Bid
8466701,137.04,01:11:15 AM,Vive2Rave,Bid
8466701,137.03,01:11:06 AM,rickyandann,Bid
8466701,137.13,01:12:36 AM,rickyandann,Bid
8466701,137.12,01:12:27 AM,Vive2Rave,Bid
8466701,137.30,01:15:09 AM,Vive2Rave,Bid
8466701,137.29,01:15:00 AM,rickyandann,Bid
8466701,137.28,01:14:51 AM,Vive2Rave,Bid
8466701,137.27,01:14:42 AM,rickyandann,Bid
8466701,137.26,01:14:33 AM,Vive2Rave,Bid
8466701,137.25,01:14:24 AM,rickyandann,Bid
8466701,137.24,01:14:15 AM,Vive2Rave,Bid
8466701,137.23,01:14:06 AM,rickyandann,Bid
8466701,137.22,01:13:57 AM,Vive2Rave,Bid
