auction_id,price,time,user,action
8318096,6588.24,01:12:21 AM,UHC33,Bid
8318096,6588.23,01:12:12 AM,lisaost,Bid
8318096,6588.22,01:12:03 AM,bethbe1,Bid
8318096,6588.21,01:11:54 AM,redlocks,Bid
8318096,6588.20,01:11:45 AM,UHC33,Bid
8318096,6588.19,01:11:36 AM,lisaost,Bid
8318096,6588.18,01:11:27 AM,bethbe1,Bid
8318096,6588.17,01:11:18 AM,redlocks,Bid
8318096,6588.16,01:11:09 AM,UHC33,Bid
8318096,6588.26,01:12:39 AM,bethbe1,Bid
8318096,6588.25,01:12:30 AM,redlocks,Bid
8318096,6588.43,01:15:12 AM,lisaost,Bid
8318096,6588.42,01:15:03 AM,bethbe1,Bid
8318096,6588.41,01:14:54 AM,redlocks,Bid
8318096,6588.40,01:14:45 AM,UHC33,Bid
8318096,6588.39,01:14:36 AM,lisaost,Bid
8318096,6588.38,01:14:27 AM,bethbe1,Bid
8318096,6588.37,01:14:18 AM,redlocks,Bid
8318096,6588.36,01:14:09 AM,UHC33,Bid
8318096,6588.35,01:14:00 AM,lisaost,Bid
