auction_id,price,time,user,action
8464376,241.42,01:12:22 AM,nbharath,Bid
8464376,241.41,01:12:13 AM,PapaJab,Bid
8464376,241.40,01:12:04 AM,nbharath,Bid
8464376,241.39,01:11:55 AM,PapaJab,Bid
8464376,241.38,01:11:46 AM,nbharath,Bid
8464376,241.37,01:11:37 AM,PapaJab,Bid
8464376,241.36,01:11:28 AM,nbharath,Bid
8464376,241.35,01:11:19 AM,PapaJab,Bid
8464376,241.34,01:11:10 AM,nbharath,Bid
8464376,241.44,01:12:40 AM,nbharath,Bid
8464376,241.43,01:12:31 AM,PapaJab,Bid
8464376,241.61,01:15:13 AM,PapaJab,Bid
8464376,241.60,01:15:04 AM,nbharath,Bid
8464376,241.59,01:14:55 AM,PapaJab,Bid
8464376,241.58,01:14:46 AM,nbharath,Bid
8464376,241.57,01:14:37 AM,PapaJab,Bid
8464376,241.56,01:14:28 AM,nbharath,Bid
8464376,241.55,01:14:19 AM,PapaJab,Bid
8464376,241.54,01:14:10 AM,nbharath,Bid
8464376,241.53,01:14:01 AM,PapaJab,Bid
